Date Sampled,Address,1st Draw,2-3 Minute,5 Minute
4/25/2019,25XX W 119TH ST,2.4,1.3,1.3
9/2/2021,25XX W 38TH ST ,1.3,<1.0,<1.0
2/2/2019,25XX W 39TH PL,< 1,2.4,< 1
4/19/2019,25XX W 40TH ST,3.4,3.3,2.9
12/2/2016,25XX W 45TH PL,7.8,8.3,15
1/19/2017,25XX W 45TH PL,See Follow-Up Sequential Sampling Table for Results,,
1/21/2021,25XX W 71ST ST,1.2,1.7,1.7
5/14/2019,25XX W 77TH ST,< 1,< 1,< 1
1/27/2021,25XX W 77TH ST,1.5,< 1,< 1
1/31/2017,25XX W 80TH PL,6.2,6.5,10
1/31/2017,25XX W 80TH PL***,6.2,6.5,10
5/12/2017,25XX W 80TH PL***,See Follow-Up Sequential Sampling Table for Results,,
7/18/2017,25XX W 80TH PL***,See Follow-Up Sequential Sampling Table for Results,,
4/4/2018,25XX W 80TH PL***,See Follow-Up Sequential Sampling Table for Results,,
5/7/2019,25XX W 83RD ST,1.1,1.1,< 1
2/27/2017,25XX W AINSLIE ST,2.8,2.8,2
6/23/2018,25XX W AINSLIE ST,< 1,< 1,< 1
3/3/2019,25XX W AINSLIE ST,1.8,5.7,< 1
6/13/2019,25XX W AINSLIE ST,5.8,3.1,2.5
7/17/2019,25XX W AINSLIE ST,1.3,1.5,1.4
3/8/2020,25XX W AINSLIE ST,3.3,3.5,1.7
7/26/2021,25XX W AINSLIE ST ,5,7.8,2.5
11/10/2016,25XX W ARGYLE ST,1.5,1.8,1.3
4/20/2017,25XX W ARGYLE ST,< 1,2.4,< 1
7/3/2017,25XX W ARGYLE ST,< 1,< 1,< 1
1/28/2019,25XX W ARGYLE ST,2.3,2.6,1.2
11/9/2019,25XX W ARGYLE ST,4.7,3.3,2.2
11/10/2019,25XX W ARGYLE ST,6.3,5.7,1.7
12/31/2016,25XX W AUGUSTA BLVD,4.9,4.9,2
5/15/2018,25XX W AUGUSTA BLVD,3.3,3.7,2.6
6/9/2019,25XX W AUGUSTA BLVD,< 1,< 1,< 1
6/18/2018,25XX W BELDEN AVE,1.4,1.3,1.2
7/24/2018,25XX W BELDEN AVE,20,9.6,8.9
11/8/2018,25XX W BELDEN AVE,See Follow-Up Sequential Sampling Table for Results,,
7/27/2020,25XX W BELDEN AVE,< 1,< 1,< 1
6/4/2019,25XX W BERTEAU AVE,< 1,3.1,< 1
8/4/2019,25XX W BERTEAU AVE,14,5.5,2.7
8/18/2019,25XX W BERTEAU AVE,< 1,< 1,< 1
1/1/2020,25XX W BLOOMINGDALE AVE,< 1,< 1,< 1
12/3/2019,25XX W BRYN MAWR AVE,< 1,< 1,< 1
5/1/2019,25XX W CARMEN AVE,1.2,2.1,4.7
8/15/2019,25XX W CARMEN AVE,2.9,3.6,1.9
2/6/2020,25XX W CARMEN AVE,2.4,3,< 1
7/29/2021,25XX W CARMEN AVE ,<1.0,<1.0,<1.0
8/20/2021,25XX W CARMEN AVE ,1.6,1.9,3.1
5/10/2021,25XX W CATALPA AVE,< 1,< 1,< 1
10/27/2019,25XX W CHARLESTON ST,< 1,< 1,< 1
12/13/2019,25XX W CHARLESTON ST,< 1,< 1,< 1
7/17/2018,25XX W CHICAGO AVE,< 1,< 1,< 1
3/21/2019,25XX W CHICAGO AVE,4.2,< 1,1.6
11/7/2020,25XX W CONGRESS PKWY,< 1,< 1,< 1
8/12/2019,25XX W CORTEZ ST,4.1,3,2.6
5/20/2018,25XX W CORTLAND ST,< 1,< 1,< 1
9/8/2019,25XX W CORTLAND ST,< 1,< 1,< 1
3/3/2021,25XX W CORTLAND ST,< 1,< 1,< 1
5/1/2018,25XX W COYLE AVE,2.6,2.4,2
9/8/2019,25XX W COYLE AVE,1.1,1.1,1.1
2/18/2020,25XX W COYLE AVE,2.2,2.5,2.1
7/27/2021,25XX W COYLE AVE ,5.4,6.1,3.1
10/19/2021,25XX W COYLE AVE ,2.1,2.3,1.6
4/9/2022,25XX W COYLE AVE ,3.6,4.9,2.4
6/11/2018,25XX W CULLOM AVE,2.2,2.4,2.5
8/27/2018,25XX W CULLOM AVE,9.7,3.6,2.8
2/17/2019,25XX W CULLOM AVE,3.8,9,2.2
4/16/2019,25XX W CULLOM AVE,< 1,< 1,< 1
4/30/2019,25XX W CULLOM AVE,2.8,5.9,2.4
9/21/2019,25XX W CULLOM AVE,< 1,< 1,< 1
11/20/2019,25XX W CULLOM AVE,2,1.5,1.1
10/9/2021,25XX W CULLOM AVE ,1.9,3.5,1.3
6/21/2021,25XX W DIVISION ST,< 1,< 1,< 1
8/1/2018,25XX W EASTWOOD AVE,1.3,2.5,5.9
5/8/2019,25XX W EASTWOOD AVE,2.5,9.5,1.3
8/8/2019,25XX W EASTWOOD AVE,2.4,4.4,3.8
3/21/2022,25XX W EASTWOOD AVE ,<0.5,<0.5,<0.5
6/21/2018,25XX W FAREWELL AVE,4.7,3,3.1
8/14/2018,25XX W FARGO ,7,32,19
12/20/2018,25XX W FARGO ,See Follow-Up Sequential Sampling Table for Results,,
6/26/2018,25XX W FARGO AVE,1.7,< 1,< 1
4/21/2019,25XX W FARGO AVE,4.4,2,< 1
7/16/2019,25XX W FARGO AVE,3.3,3,8.2
8/1/2020,25XX W FARGO AVE,2.2,3.9,1.5
3/5/2019,25XX W FARWELL AVE,2.4,4.1,< 1
4/1/2019,25XX W FARWELL AVE,8.7,2.3,1.8
8/7/2019,25XX W FARWELL AVE,< 1,3.4,< 1
1/10/2020,25XX W FARWELL AVE,2.2,2.3,3.2
1/27/2020,25XX W FARWELL AVE,2.7,7.7,1.2
2/19/2020,25XX W FARWELL AVE,6.5,2.2,1.3
2/19/2019,25XX W FLOURNOY ST,< 1,< 1,< 1
5/2/2019,25XX W FLOURNOY ST,< 1,< 1,< 1
11/20/2018,25XX W FULLERTON AVE,< 1,< 1,< 1
9/13/2021,25XX W FULLERTON AVE,1.3,<1.0,<1.0
4/25/2018,25XX W GUNNISON ST,2.4,1.1,< 1
1/13/2020,25XX W GUNNISON ST,1.4,1.9,1.7
10/9/2020,25XX W GUNNISON ST,< 1,< 1,< 1
8/9/2021,25XX W GUNNISON ST ,<1.0,<1.0,<1.0
3/7/2021,25XX W HADDON AVE,2.9,2.2,1.7
8/17/2019,25XX W HADDON ST,1.6,1.6,1
10/28/2018,25XX W HARRISON ST,< 1,< 1,< 1
10/23/2019,25XX W HARRISON ST,< 1,< 1,< 1
11/2/2018,25XX W HIRSCH ST,6.2,2.6,2.4
5/3/2021,25XX W HOMER ST,< 1,< 1,< 1
10/30/2019,25XX W HOWARD ST,1.9,3.9,< 1
10/18/2021,25XX W HURON ST ,1.3,<1.0,<1.0
4/17/2019,25XX W HUTCHINSON ST,1.8,7.3,1.2
5/21/2019,25XX W HUTCHINSON ST,5.6,7,8.5
5/21/2019,25XX W HUTCHINSON ST,5.6,7,8.5
10/3/2019,25XX W HUTCHINSON ST,2.2,2.2,1.8
10/10/2019,25XX W HUTCHINSON ST,See Follow-Up Sequential Sampling Table for Results,,
11/3/2019,25XX W HUTCHINSON ST,2.2,4.9,1.4
3/3/2022,25XX W IOWA ST ,<0.5,<0.5,<0.5
5/31/2016,25XX W JARVIS AVE,4.2,8.7,13
5/31/2016,25XX W JARVIS AVE,4.2,8.7,13
7/22/2016,25XX W JARVIS AVE,See Follow-Up Sequential Sampling Table for Results,,
4/27/2018,25XX W JARVIS AVE,3.1,2.3,< 1
9/28/2018,25XX W JARVIS AVE,2.9,8.8,4.9
3/1/2019,25XX W JARVIS AVE,1.7,4.9,< 1
11/18/2019,25XX W JARVIS AVE,2.9,9.9,9.1
11/8/2021,25XX W JARVIS AVE ,4.6,8.5,9.1
9/21/2016,25XX W LELAND AVE,< 1,< 1,< 1
11/14/2020,25XX W LELAND AVE,< 1,< 1,< 1
8/16/2019,25XX W LITHUANIAN PLAZA CT,2,6.6,3.5
4/22/2020,25XX W LOGAN BLVD,2.5,9,1.6
12/5/2021,25XX W LOGAN BLVD ,1.7,3.3,2.6
10/10/2019,25XX W MARQUETTE RD,5.2,< 1,< 1
9/26/2016,25XX W MEDILL AVE,4.2,13,3.7
7/16/2019,25XX W MEDILL AVE,< 1,< 1,< 1
8/4/2019,25XX W MEDILL AVE,< 1,< 1,< 1
10/17/2019,25XX W MEDILL AVE,8.8,4.7,4.3
10/18/2019,25XX W MEDILL AVE,2.7,5.6,2.1
4/22/2021,25XX W MEDILL AVE,< 1,< 1,< 1
11/20/2016,25XX W MOFFAT ST,< 1,< 1,< 1
7/30/2018,25XX W MOFFAT ST,< 1,< 1,< 1
2/24/2019,25XX W MOFFAT ST,< 1,< 1,< 1
2/27/2019,25XX W MOFFAT ST,5.4,2.8,2.5
3/2/2019,25XX W MOFFAT ST,1.2,1.9,< 1
10/7/2019,25XX W MOFFAT ST,< 1,< 1,< 1
10/28/2019,25XX W MOFFAT ST,< 1,< 1,< 1
12/21/2019,25XX W MOFFAT ST,< 1,< 1,< 1
2/10/2020,25XX W MOFFAT ST,< 1,< 1,< 1
3/14/2021,25XX W MOFFAT ST,2.4,1.8,1.3
8/15/2016,25XX W MORSE AVE,3.2,4.6,7.5
6/19/2018,25XX W MORSE AVE,1.8,1.5,1.4
5/5/2019,25XX W MORSE AVE,3.9,5,5.5
5/6/2019,25XX W MORSE AVE,3,12,1.8
7/22/2019,25XX W MORSE AVE,1.9,3.9,7.2
11/15/2021,25XX W MORSE AVE ,3,8.3,1.9
6/27/2017,25XX W PALMER ST,2.5,2.1,2.1
11/27/2019,25XX W PALMER ST,1.6,< 1,< 1
11/27/2020,25XX W PALMER ST,4,1.4,1.1
11/29/2019,25XX W PATTERSON AVE,< 1,< 1,< 1
1/31/2022,25XX W PENSACOLA AVE ,<0.5,<0.5,0.6
6/6/2021,25XX W PERSHING RD,1.7,4.6,1.8
1/8/2019,25XX W POPE JOHN PAUL II DR,1.5,< 1,< 1
1/19/2022,25XX W POTOMAC AVE ,<0.5,<0.5,<0.5
3/10/2022,25XX W SHAKESPEARE AVE ,0.7,1.6,1
6/4/2018,25XX W SUPERIOR ST,< 1,1.1,< 1
7/28/2021,25XX W SUPERIOR ST ,3.9,5.5,6.5
4/4/2022,25XX W SUPERIOR ST ,5,20,2.7
1/21/2020,25XX W THOMAS ST,3.2,1.4,1.2
7/8/2020,25XX W THOMAS ST,1.6,1.5,2.2
8/20/2020,25XX W THOMAS ST,8.2,9.6,6.6
9/14/2020,25XX W THOMAS ST,5.9,5.7,3.8
6/5/2021,25XX W THOMAS ST,< 1,< 1,< 1
1/24/2022,25XX W WABANSIA AVE ,1.9,2.4,0.7
12/14/2019,25XX W WALTON ST,1.5,< 1,< 1
5/16/2017,25XX W WARREN BLVD,3.7,2,1.7
1/5/2020,25XX W WARREN BLVD,< 1,< 1,< 1
3/31/2018,25XX W WILSON AVE,2.4,1.5,< 1
6/12/2018,25XX W WILSON AVE,< 1,< 1,< 1
7/31/2018,25XX W WILSON AVE,3.2,1.9,1.4
10/28/2018,25XX W WILSON AVE,4.8,6.4,3.4
9/29/2019,25XX W WILSON AVE,1.2,2,2.1
8/25/2021,25XX W WILSON AVE ,3.4,5.5,3.9
3/15/2022,25XX W WILSON AVE ,<0.5,<0.5,<0.5
1/16/2019,25XX W WINNEMAC AVE,< 1,< 1,< 1
3/3/2019,25XX W WINNEMAC AVE,3.7,4.1,3.6
10/28/2019,25XX W WINNEMAC AVE,< 1,< 1,< 1
5/28/2019,25XX W WINONA ST,3.3,6.1,1.8
12/27/2019,25XX W WINONA ST,3.2,2.2,1.3
1/4/2020,25XX W WINONA ST,3.5,9.4,1.9
3/27/2019,26XX E 74TH PL,< 1,< 1,< 1
7/13/2019,26XX E 74TH ST,4.4,4.5,1.6
12/8/2020,26XX E 74TH ST,< 1,< 1,< 1
3/4/2021,26XX E 76TH ST,1.2,1.2,1.8
1/31/2020,26XX E 78TH ST,4.3,2,1
9/21/2021,26XX E 79th St,4.7,28,3.7
1/21/2022,26XX E 79th St,See Follow-Up Sequential Sampling Table for Results,,
9/21/2021,26XX E 79TH ST ,4.7,28,3.7
4/24/2019,26XX E 92ND ST,3.1,2.4,2.9
11/6/2018,26XX E 93RD ST,1,< 1,< 1
9/30/2021,26XX E 93rd St ,6.4,7.1,3.1
10/29/2019,26XX E 95TH ST,< 1,< 1,< 1
1/25/2019,26XX N ALBANY AVE,< 1,< 1,< 1
4/10/2019,26XX N ALBANY AVE,2.3,4.2,1.3
5/16/2019,26XX N ALBANY AVE,2.1,< 1,< 1
9/18/2018,26XX N ASHLAND AVE,< 1,< 1,< 1
11/14/2018,26XX N ASHLAND AVE,< 1,< 1,< 1
1/23/2020,26XX N ASHLAND AVE,3.2,5.9,6.4
9/20/2021,26XX N AVERS AVE ,5.2,10,8.1
1/21/2019,26XX N BOSWORTH AVE,< 1,< 1,< 1
1/13/2020,26XX N BOSWORTH AVE,< 1,< 1,< 1
8/24/2016,26XX N BURLING ST,< 1,< 1,< 1
9/14/2016,26XX N BURLING ST,2.6,2.6,6.1
4/30/2018,26XX N BURLING ST,1.8,4.7,2.5
12/7/2018,26XX N BURLING ST,< 1,< 1,< 1
9/2/2019,26XX N BURLING ST,< 1,< 1,< 1
12/14/2019,26XX N BURLING ST,< 1,< 1,< 1
9/10/2021,26XX N BURLING ST ,<1.0,<1.0,<1.0
11/19/2021,26XX N BURLING ST ,<0.5,<0.5,<0.5
4/10/2019,26XX N CENTRAL PARK AVE,< 1,< 1,< 1
7/1/2019,26XX N CENTRAL PARK AVE,4.6,6.8,4.5
7/3/2019,26XX N CENTRAL PARK AVE,3.5,5.1,2.2
2/16/2022,26XX N CENTRAL PARK AVE ,10,5.1,3.8
1/9/2020,26XX N CLARK ST,4.3,< 1,< 1
6/15/2018,26XX N DAYTON ST,< 1,1.5,< 1
8/12/2018,26XX N DAYTON ST,< 1,< 1,< 1
11/18/2018,26XX N DAYTON ST,< 1,< 1,< 1
7/6/2019,26XX N DAYTON ST,< 1,< 1,< 1
1/11/2021,26XX N DAYTON ST,< 1,< 1,< 1
9/11/2017,26XX N DRAKE AVE,3.2,4,3.7
2/17/2019,26XX N DRAKE AVE,5,3.1,2.1
4/7/2019,26XX N DRAKE AVE,2.9,4.2,3
7/30/2019,26XX N DRAKE AVE,2.1,6.2,2
1/7/2020,26XX N DRAKE AVE,2.2,1.9,1.5
1/30/2020,26XX N EMMETT ST,< 1,< 1,< 1
1/20/2019,26XX N FAIRFIELD AVE,4.2,5.6,3.5
6/7/2019,26XX N FAIRFIELD AVE,4.2,2.5,1.6
2/25/2019,26XX N FAIRFIELD AVE AVE,< 1,< 1,< 1
8/21/2018,26XX N FRANCISCO AVE,4.2,3.6,3.1
12/16/2018,26XX N FRANCISCO AVE,2.6,1.7,1
12/19/2018,26XX N FRANCISCO AVE,5.3,10,2.1
11/24/2019,26XX N FRANCISCO AVE,12,14,3.4
11/30/2020,26XX N FRANCISCO AVE,1.8,3.4,1.4
3/22/2018,26XX N GENEVA TER,< 1,< 1,< 1
5/28/2018,26XX N GREENVIEW AVE,< 1,< 1,< 1
3/19/2019,26XX N GREENVIEW AVE,2,< 1,< 1
5/8/2021,26XX N GREENVIEW AVE,< 1,< 1,< 1
8/6/2018,26XX N HALSTED ST,< 1,< 1,< 1
3/27/2022,26XX N HAMLIN AVE ,3.3,1.7,1.1
6/27/2021,26XX N HAMPDEN CT,4.8,1.7,1.8
1/24/2021,26XX N HARDING AVE,7.9,8.8,< 1
8/7/2018,26XX N HARTLAND CT,< 1,< 1,< 1
11/7/2019,26XX N KIMBALL AVE,< 1,< 1,< 1
6/3/2016,26XX N LAKEVIEW AVE,1.1,< 1,< 1
4/22/2020,26XX N LAKEVIEW AVE,< 1,< 1,< 1
4/19/2021,26XX N LAKEVIEW AVE,< 1,< 1,< 1
8/10/2021,26XX N LAWNDALE AVE ,3.5,5.3,3.2
7/30/2018,26XX N LINCOLN AVE,< 1,< 1,< 1
4/7/2019,26XX N MAGNOLIA AVE,1.6,< 1,< 1
4/15/2019,26XX N MAJOR AVE,4.1,3.4,1.6
3/25/2020,26XX N MAJOR AVE,1.3,5.4,< 1
9/27/2021,26XX N MAJOR AVE ,2.6,1.1,1.1
10/10/2016,26XX N MANGO AVE,2,5.2,1.4
6/25/2018,26XX N MARMORA AVE,2.1,3.7,2.7
7/8/2018,26XX N MARSHFIELD AVE,< 1,< 1,< 1
12/14/2018,26XX N MARSHFIELD AVE,< 1,< 1,< 1
8/5/2021,26XX N MARSHFIELD AVE ,3.4,4.4,4.2
5/19/2018,26XX N MELVINA AVE,< 1,< 1,< 1
10/7/2019,26XX N MENARD AVE,3.4,3.3,2.1
6/11/2019,26XX N MONTCLARE AVE,3.2,4.2,4.5
4/16/2019,26XX N MONTICELLO AVE,1.9,2.5,1.6
5/21/2019,26XX N MONTICELLO AVE,1.7,1.2,1.1
9/28/2020,26XX N MOODY AVE,2.6,4.3,2.5
10/29/2018,26XX N MOZART ST,5.5,4,2.9
11/26/2019,26XX N MOZART ST,5.6,6.8,2.9
10/25/2021,26XX N MOZART ST ,6.6,9.9,3.2
9/12/2019,26XX N NARRAGANSETT AVE,8.6,2.9,2.4
5/22/2019,26XX N NEVA AVE,11,12,2.8
4/24/2019,26XX N NEW ENGLAND  ,3.9,15,3.2
7/30/2019,26XX N NEW ENGLAND  ,See Follow-Up Sequential Sampling Table for Results,,
11/27/2018,26XX N NEWCASTLE AVE,3.7,7.2,4
9/22/2021,26XX N NORDICA AVE ,3.6,4.5,3.6
2/23/2017,26XX N ORCHARD ST,4,3.4,1.1
8/25/2019,26XX N ORCHARD ST,4.4,7.2,4.6
12/9/2019,26XX N ORCHARD ST,< 1,< 1,< 1
9/17/2020,26XX N ORCHARD ST,< 1,< 1,< 1
1/12/2021,26XX N ORCHARD ST,5.2,4.5,4.5
10/6/2021,26XX N Orchard St ,<1.0,<1.0,<1.0
6/5/2019,26XX N PARKSIDE AVE,< 1,< 1,< 1
1/27/2020,26XX N PARKSIDE AVE,2.2,2.8,< 1
10/14/2020,26XX N PAULINA ST,< 1,< 1,< 1
7/1/2018,26XX N RACINE AVE,< 1,< 1,< 1
8/27/2018,26XX N RACINE AVE,10,8.1,7.9
8/5/2021,26XX N RACINE AVE ,<1.0,<1.0,<1.0
6/24/2018,26XX N RICHMOND ST,5.5,3.6,3.4
7/9/2018,26XX N RICHMOND ST,2.3,1.6,1.7
7/31/2018,26XX N RICHMOND ST,< 1,1.7,< 1
6/29/2019,26XX N RICHMOND ST,5.4,4.8,4.4
8/18/2019,26XX N RICHMOND ST,3.1,2.2,1.8
12/9/2019,26XX N RICHMOND ST,5.2,< 1,< 1
6/4/2018,26XX N RIDGEWAY AVE,< 1,< 1,< 1
8/3/2019,26XX N RIDGEWAY AVE,1.8,1.4,1.6
2/19/2020,26XX N RUTHERFORD AVE,2.4,1.9,< 1
9/1/2018,26XX N SACRAMENTO AVE,4.2,2.5,2.3
3/12/2019,26XX N SACRAMENTO AVE,5.7,5,2
4/15/2019,26XX N SACRAMENTO AVE,< 1,< 1,3.9
12/8/2019,26XX N SACRAMENTO AVE,< 1,< 1,< 1
1/26/2020,26XX N SACRAMENTO AVE,3.9,5.1,1.1
2/12/2022,26XX N Sacramento Ave,6.4,10,4.8
4/1/2022,26XX N Sacramento Ave,See Follow-Up Sequential Sampling Table for Results,,
9/2/2021,26XX N SACRAMENTO AVE ,6.4,6.4,5.7
4/19/2019,26XX N SAINT LOUIS AVE,1.1,< 1,< 1
4/22/2019,26XX N SAINT LOUIS AVE,2.4,2,1.9
7/29/2019,26XX N SAINT LOUIS AVE,< 1,1,1.6
3/1/2020,26XX N SAINT LOUIS AVE,< 1,< 1,< 1
9/23/2018,26XX N SAWYER AVE,< 1,1.4,1.1
7/21/2021,26XX N SAWYER AVE ,3,3.1,2.8
7/21/2021,26XX N SAWYER AVE ,3,3.1,2.8
5/22/2017,26XX N SEMINARY AVE,37,3.8,1.2
6/29/2017,26XX N SEMINARY AVE,See Follow-Up Sequential Sampling Table for Results,,
11/25/2018,26XX N SEMINARY AVE,2.8,3.3,1.7
10/1/2019,26XX N SEMINARY AVE,2,1.7,1.2
5/17/2018,26XX N SHEFFIELD AVE,< 1,< 1,< 1
11/17/2018,26XX N SOUTHPORT AVE,< 1,< 1,< 1
3/27/2019,26XX N SOUTHPORT AVE,< 1,< 1,< 1
1/16/2018,26XX N SPAULDING AVE,< 1,< 1,< 1
7/11/2018,26XX N SPAULDING AVE,< 1,< 1,< 1
7/14/2018,26XX N SPAULDING AVE,< 1,< 1,< 1
2/16/2020,26XX N SPAULDING AVE,< 1,< 1,< 1
3/21/2021,26XX N SPAULDING AVE,< 1,< 1,< 1
1/29/2020,26XX N SPRINGFIELD AVE,7.3,< 1,< 1
9/24/2016,26XX N TROY ST,2.8,2.5,1.5
8/5/2018,26XX N TROY ST,< 1,< 1,< 1
3/19/2019,26XX N TROY ST,< 1,< 1,< 1
3/29/2021,26XX N TROY ST,2.4,3.9,< 1
8/20/2018,26XX N WASHTENAW AVE,< 1,< 1,< 1
5/5/2019,26XX N WASHTENAW AVE,5,4,4.6
7/8/2019,26XX N WASHTENAW AVE,< 1,< 1,< 1
12/13/2019,26XX N WASHTENAW AVE,< 1,2.5,< 1
9/27/2020,26XX N WASHTENAW AVE,4.4,3.4,3.1
11/19/2018,26XX N WAYNE AVE,< 1,< 1,< 1
8/13/2020,26XX N WAYNE AVE,6.7,4.1,3.6
9/7/2016,26XX N WHIPPLE ST,6.7,6,3
9/16/2019,26XX N WHIPPLE ST,5.4,3.3,2.5
10/6/2019,26XX N WHIPPLE ST,< 1,< 1,< 1
11/6/2019,26XX N WHIPPLE ST,< 1,< 1,< 1
9/24/2017,26XX N WILTON AVE,< 1,< 1,< 1
11/25/2018,26XX N WILTON AVE,< 1,< 1,< 1
1/5/2019,26XX N WILTON AVE,< 1,< 1,< 1
1/24/2017,26XX S CALUMET AVE,< 1,< 1,< 1
9/28/2020,26XX S CHRISTIANA AVE,13,4.4,4.2
11/14/2021,26XX S GREEN ST ,<0.5,<0.5,<0.5
7/3/2018,26XX S HALSTED ST,< 1,< 1,< 1
5/27/2021,26XX S HARDING AVE,3.4,2.7,1.9
12/3/2018,26XX S HILLOCK AVE,3.5,1.3,1.1
6/17/2019,26XX S HOMAN AVE,4,6.6,2.4
8/27/2019,26XX S HOMAN AVE,8.9,4.5,4
10/2/2021,26XX S Keeler Ave ,1.8,1.8,<1.0
12/1/2021,26XX S KEELER AVE ,2.3,1.5,1.5
4/17/2020,26XX S KOMENSKY AVE,8,7.3,5.6
4/17/2020,26XX S Komensky Ave,8,7.3,5.6
6/23/2021,26XX S Komensky Ave,See Follow-Up Sequential Sampling Table for Results,,
11/19/2018,26XX S LOWE AVE,< 1,< 1,< 1
5/25/2021,26XX S LOWE AVE,< 1,< 1,< 1
4/30/2020,26XX S MILLARD AVE,2.7,2.9,2
5/10/2019,26XX S PRINCETON AVE,< 1,< 1,< 1
12/25/2019,26XX S SHIELDS AVE,< 1,< 1,< 1
6/16/2021,26XX S SPRINGFIELD AVE,2.7,2.4,1.7
9/7/2021,26XX S SPRINGFIELD AVE ,1.1,1.8,1.8
6/7/2021,26XX S TROY ST,< 1,< 1,< 1
7/5/2019,26XX W 100TH PL,7,21,3.9
,26XX W 100TH PL,Customer declined further testing,,
12/3/2018,26XX W 101ST PL,3.9,3.4,1.7
4/18/2019,26XX W 101ST PL,5.7,10,1.4
7/30/2019,26XX W 101ST PL,3.5,2.8,1.6
6/4/2019,26XX W 101ST ST,3.5,3.9,4.7
8/31/2019,26XX W 102ND PL,2.4,4.2,1.6
5/15/2018,26XX W 103RD PL,1.5,1.7,1.7
7/28/2018,26XX W 103RD PL,1.1,< 1,< 1
3/7/2019,26XX W 103RD PL,2.2,3.8,1.2
11/3/2019,26XX W 103RD PL,2.5,1.9,1.2
9/15/2019,26XX W 103RD ST,2.3,8,2.1
11/25/2016,26XX W 104TH PL,1.4,1.2,1.2
7/22/2019,26XX W 104TH ST,4.9,32,9.7
11/5/2019,26XX W 104TH ST,See Follow-Up Sequential Sampling Table for Results,,
9/4/2017,26XX W 105TH ST,9.4,5.2,2.5
12/10/2019,26XX W 106TH PL,6.4,8,9.2
8/10/2021,26XX W 15TH ST ,3.5,1.4,1.4
5/5/2018,26XX W 21ST ST,2.7,1,< 1
5/12/2018,26XX W 21ST ST,1.1,1.1,1.1
5/13/2018,26XX W 21ST ST,3.7,2.2,2
2/17/2019,26XX W 21ST ST,1.8,< 1,< 1
8/31/2020,26XX W 21ST ST,1.9,1.2,1.2
2/27/2019,26XX W 23RD ST,2.3,1.2,< 1
4/7/2022,26XX W 23RD ST ,3.5,3.1,2.9
6/24/2020,26XX W 24TH PL,5.6,8.6,7.1
6/24/2020,26XX W 24th Pl,5.6,8.6,7.1
6/4/2021,26XX W 24th Pl,See Follow-Up Sequential Sampling Table for Results,,
6/6/2019,26XX W 24TH ST,1.3,4.2,3.8
3/20/2019,26XX W 35TH PL,3.5,3.6,8.2
9/26/2019,26XX W 37TH PL,3.5,4.6,2.6
11/20/2018,26XX W 47TH ST,< 1,< 1,< 1
6/29/2019,26XX W 79TH PL,68,7.8,3.8
10/19/2019,26XX W 79TH PL,See Follow-Up Sequential Sampling Table for Results,,
3/12/2019,26XX W 83RD PL,36,2.4,1.4
8/28/2019,26XX W 83RD PL,See Follow-Up Sequential Sampling Table for Results,,
9/13/2019,26XX W 83RD PL,2.1,11,6.3
7/20/2019,26XX W 83RD ST,3.4,5.2,2.5
3/13/2019,26XX W 84TH PL,5.1,1.4,< 1
8/3/2016,26XX W 84TH ST,1.6,1.8,1.7
7/25/2019,26XX W 86TH ST,2,4.5,2
7/2/2018,26XX W 99TH PL,3.2,1.2,1.2
8/19/2016,26XX W AGATITE AVE,< 1,< 1,< 1
8/7/2018,26XX W AGATITE AVE,2.2,1.3,2.9
8/15/2018,26XX W AGATITE AVE,4.2,4.9,2.1
11/11/2018,26XX W AGATITE AVE,< 1,< 1,< 1
5/17/2019,26XX W AGATITE AVE,< 1,< 1,< 1
9/21/2017,26XX W AINSLIE ST,< 1,< 1,< 1
6/19/2018,26XX W ALTGELD ST,5.2,3.7,2.6
10/23/2018,26XX W ALTGELD ST,3.3,5.1,1.7
9/25/2019,26XX W ALTGELD ST,1.5,1.8,1.1
8/30/2017,26XX W ARGYLE ST,1.1,2.7,< 1
5/22/2019,26XX W ARGYLE ST,1.1,1.3,2.1
2/10/2020,26XX W ARGYLE ST,< 1,2.5,< 1
6/26/2018,26XX W ARMITAGE AVE,8.3,6.2,5.9
10/1/2019,26XX W ARMITAGE AVE,< 1,< 1,< 1
3/31/2021,26XX W ARMITAGE AVE,1.7,2.1,1.4
1/26/2022,26XX W ARMITAGE AVE ,1.4,1.6,1
5/11/2018,26XX W AUGUSTA BLVD,< 1,< 1,< 1
4/30/2019,26XX W BALMORAL AVE,2,2.4,1.1
3/31/2021,26XX W BELDEN AVE,< 1,< 1,< 1
3/15/2021,26XX W BELMONT AVE,< 1,< 1,< 1
8/20/2019,26XX W BERWYN AVE,< 1,< 1,< 1
11/21/2016,26XX W BIRCHWOOD AVE,2.2,3,1.5
5/13/2019,26XX W BIRCHWOOD AVE,2.1,4.7,1.4
5/29/2019,26XX W BIRCHWOOD AVE,2.3,11,9.3
9/21/2019,26XX W BIRCHWOOD AVE,6.6,10,2.6
9/12/2016,26XX W CARMEN AVE,2.6,2,1.8
10/24/2016,26XX W CARMEN AVE,2.8,8.3,2
11/20/2016,26XX W CARMEN AVE,< 1,1.1,< 1
4/1/2019,26XX W CARMEN AVE,< 1,< 1,1.3
3/3/2020,26XX W CARMEN AVE,3,9.4,2.9
9/1/2020,26XX W CARMEN AVE,3.1,3.5,3.8
