Date Sampled,Address,1st Draw,2-3 Minute,5 Minute
2/9/2020,48XX N BELL AVE,< 1,< 1,< 1
3/8/2021,48XX N BELL AVE,< 1,< 1,< 1
6/13/2016,48XX N CALIFORNIA AVE,< 1,< 1,< 1
7/6/2016,48XX N CALIFORNIA AVE,< 1,< 1,< 1
8/9/2018,48XX N CALIFORNIA AVE,< 1,< 1,< 1
4/9/2019,48XX N CALIFORNIA AVE,5.2,3.1,2.4
6/18/2019,48XX N CALIFORNIA AVE,1.8,2.3,3.2
8/22/2021,48XX N California Ave,5.2,22,5.9
9/29/2021,48XX N California Ave,See Follow-Up Sequential Sampling Table for Results,,
8/22/2021,48XX N CALIFORNIA AVE ,5.2,22,5.9
2/2/2022,48XX N CENTRAL AVE ,<0.5,<0.5,<0.5
8/30/2018,48XX N CENTRAL PARK AVE,< 1,< 1,< 1
4/25/2019,48XX N CENTRAL PARK AVE,1,1.4,< 1
11/4/2018,48XX N CHRISTIANA AVE,< 1,< 1,< 1
4/27/2019,48XX N CHRISTIANA AVE,6.2,8.9,1.4
10/24/2019,48XX N CHRISTIANA AVE,< 1,< 1,< 1
4/13/2019,48XX N CLAREMONT AVE,1.5,3.5,1.2
12/19/2019,48XX N CLAREMONT AVE,2,2.1,1.9
7/26/2017,48XX N CLARK ST,< 1,< 1,< 1
5/3/2019,48XX N CLARK ST,5.7,< 1,< 1
9/2/2019,48XX N CLARK ST,< 1,< 1,< 1
2/1/2017,48XX N DAMEN AVE,< 1,< 1,< 1
5/19/2018,48XX N DAMEN AVE,< 1,< 1,< 1
7/30/2018,48XX N DAMEN AVE,2.5,2.3,2.4
7/31/2020,48XX N DAMEN AVE,< 1,< 1,< 1
2/17/2021,48XX N DAMEN AVE,< 1,< 1,< 1
4/28/2019,48XX N FAIRFIELD AVE,2.5,< 1,< 1
9/27/2020,48XX N FAIRFIELD AVE,6.3,4.1,3.5
2/17/2022,48XX N FAIRFIELD AVE ,0.9,<0.5,<0.5
5/15/2019,48XX N HAMILTON AVE,< 1,< 1,< 1
5/19/2019,48XX N HAMILTON AVE,< 1,< 1,< 1
9/20/2019,48XX N HAMILTON AVE,< 1,< 1,< 1
4/19/2022,48XX N HAMILTON AVE ,1.7,1.3,1.2
9/8/2019,48XX N HAMLIN AVE,4.3,14,2.3
3/17/2018,48XX N HARDING AVE,22,7,4.6
10/30/2020,48XX N HARDING AVE,< 1,< 1,< 1
,48XX N HARDING AVE,Customer declined further testing,,
7/17/2018,48XX N HERMITAGE AVE,3.7,2.2,2.4
4/15/2019,48XX N HERMITAGE AVE,2.4,3.5,2.2
7/29/2019,48XX N HERMITAGE AVE,1.8,2.9,3.5
8/22/2019,48XX N HERMITAGE AVE,1.2,2.5,2.4
11/20/2019,48XX N HERMITAGE AVE,< 1,< 1,< 1
10/5/2020,48XX N HERMITAGE AVE,1.6,< 1,< 1
10/21/2020,48XX N HERMITAGE AVE,2.4,2,1.2
2/8/2021,48XX N Hermitage Ave,8.7,11,5.6
3/29/2022,48XX N Hermitage Ave,See Follow-Up Sequential Sampling Table for Results,,
8/8/2021,48XX N HERMITAGE AVE ,1.9,2.6,2.7
7/30/2018,48XX N HOYNE AVE,< 1,< 1,< 1
11/19/2018,48XX N HOYNE AVE,< 1,< 1,< 1
7/29/2018,48XX N KARLOV AVE,4.6,5.1,2.9
8/30/2020,48XX N KEELER AVE,< 1,< 1,< 1
3/25/2017,48XX N KENMORE AVE,< 1,< 1,< 1
8/9/2018,48XX N KENNETH AVE,5.9,4.7,3.2
9/18/2019,48XX N KENTUCKY AVE,4.4,9.7,2.9
10/20/2019,48XX N KEYSTONE AVE,< 1,1.8,< 1
2/23/2020,48XX N KILBOURN AVE,< 1,< 1,< 1
9/3/2016,48XX N KILDARE AVE,5.3,5.1,5.4
11/12/2019,48XX N KILDARE AVE,< 1,< 1,< 1
11/16/2019,48XX N KILDARE AVE,2.1,8.7,3.1
11/22/2019,48XX N KILDARE AVE,2.8,3,1.6
6/17/2018,48XX N KILPATRICK AVE,< 1,< 1,< 1
7/27/2018,48XX N KILPATRICK AVE,2.9,4,2.8
2/22/2019,48XX N KILPATRICK AVE,2,3.5,1.8
7/17/2019,48XX N KILPATRICK AVE,3.2,2.8,1.9
11/7/2019,48XX N KILPATRICK AVE,1.2,1.9,< 1
2/8/2022,48XX N KILPATRICK AVE ,2.3,2.3,0.6
11/5/2018,48XX N KOSTNER AVE,2.2,2.5,2.4
9/8/2021,48XX N KOSTNER AVE ,3.7,7.8,5.7
1/16/2019,48XX N LAVERGNE AVE,< 1,< 1,< 1
6/30/2016,48XX N LAWNDALE AVE,1.6,5.7,1.8
3/7/2022,48XX N LAWNDALE AVE ,1.7,2.6,1.6
3/5/2017,48XX N LEAVITT ST,1,< 1,< 1
3/19/2019,48XX N LEAVITT ST,1.1,1.3,< 1
3/8/2020,48XX N LEAVITT ST,< 1,< 1,< 1
2/17/2021,48XX N LEAVITT ST,1.3,5.4,1.1
7/20/2021,48XX N LEAVITT ST ,1.4,2.7,20
7/20/2021,48XX N LEAVITT ST ,1.4,2.7,20
9/6/2021,48XX N LEAVITT ST ,1.7,2.7,2
6/28/2017,48XX N LINDER AVE,< 1,< 1,< 1
8/27/2018,48XX N LOWELL AVE,2.8,3.2,2.5
2/18/2019,48XX N LOWELL AVE,2.7,3,8.2
11/24/2019,48XX N MAGNOLIA AVE,< 1,< 1,< 1
4/18/2021,48XX N MAGNOLIA AVE,< 1,< 1,< 1
2/10/2019,48XX N MASON ,4,17,2.3
4/20/2019,48XX N MASON ,See Follow-Up Sequential Sampling Table for Results,,
11/9/2018,48XX N MASON AVE,1.3,1.2,1.1
6/4/2019,48XX N MASON AVE,< 1,< 1,< 1
9/10/2016,48XX N MCVICKER AVE,4.3,3.8,3.5
10/18/2021,48XX N MCVICKER AVE ,3.7,12,4.4
5/16/2019,48XX N MEADE AVE,2.8,1.6,1.5
8/5/2019,48XX N MEADE AVE,2,7.6,2.1
8/14/2019,48XX N MEADE AVE,2.6,1.9,1.7
4/10/2021,48XX N MEADE AVE,3.3,2.6,4.8
10/13/2021,48XX N MEADE AVE ,1.8,10,2.3
4/25/2019,48XX N MEADE ST,4.1,2.4,1.6
1/20/2019,48XX N MELVINA AVE,2.3,4.4,1.2
8/4/2019,48XX N MELVINA AVE,3.1,3.4,1.8
6/13/2016,48XX N MENARD AVE,1.9,1.5,1.3
3/18/2020,48XX N Merrimac Ave,4000,7.4,2.6
4/5/2022,48XX N Merrimac Ave,See Follow-Up Sequential Sampling Table for Results,,
7/26/2021,48XX N MERRIMAC AVE ,1.6,3.4,2
7/26/2021,48XX N MERRIMAC AVE ,1.6,3.4,2
4/10/2019,48XX N MOBILE AVE,3.1,3.7,< 1
5/1/2019,48XX N MOBILE AVE,1.8,3.5,1.2
4/14/2018,48XX N MONTICELLO AVE,2.6,1.3,1.1
12/10/2018,48XX N MONTICELLO AVE,< 1,< 1,< 1
8/4/2019,48XX N MONTICELLO AVE,1.4,1.5,1.7
12/7/2019,48XX N MOODY AVE,3.2,6.5,2.4
12/12/2019,48XX N MULLIGAN AVE,7,7.5,2.5
9/30/2021,48XX N NAGLE AVE ,<1.0,<1.0,<1.0
11/27/2019,48XX N NASHVILLE AVE,8.7,6.4,1.7
3/31/2019,48XX N NATCHEZ AVE,1.6,2.4,4.7
11/30/2018,48XX N NATOMA AVE,2,6.5,< 1
12/11/2018,48XX N NATOMA AVE,1.8,2.2,< 1
4/8/2019,48XX N NEVA AVE,3.6,6,2.5
7/13/2019,48XX N NEWCASTLE AVE,2.9,8.6,1.3
7/17/2019,48XX N NEWCASTLE AVE,2.6,9.3,1.1
9/4/2019,48XX N NEWCASTLE AVE,4.4,3.5,2.3
11/24/2018,48XX N NEWLAND AVE,7.3,14,1.8
8/21/2016,48XX N NORDICA AVE,< 1,< 1,< 1
8/29/2016,48XX N NORDICA AVE,2,4,< 1
5/17/2016,48XX N NORMANDY AVE,1,< 1,< 1
2/27/2019,48XX N NORMANDY AVE,1.3,2.2,< 1
3/16/2020,48XX N NORMANDY AVE,1.9,7.1,< 1
6/19/2019,48XX N NOTTINGHAM AVE,< 1,< 1,< 1
11/23/2019,48XX N OAK PARK AVE,< 1,< 1,< 1
4/1/2021,48XX N OAK PARK AVE,< 1,< 1,< 1
2/27/2017,48XX N OAKLEY AVE,< 1,< 1,< 1
11/5/2018,48XX N OAKLEY AVE,1.2,< 1,< 1
7/23/2019,48XX N OAKLEY AVE,< 1,< 1,< 1
8/22/2016,48XX N PAULINA ST,< 1,< 1,< 1
8/4/2017,48XX N PAULINA ST,1.6,4.5,2.6
5/27/2018,48XX N PAULINA ST,< 1,< 1,< 1
6/8/2018,48XX N PAULINA ST,< 1,< 1,< 1
8/19/2019,48XX N PAULINA ST,< 1,< 1,< 1
10/29/2019,48XX N PAULINA ST,4.5,8.3,7.6
7/18/2021,48XX N PAULINA ST ,3.8,3.8,2.9
7/18/2021,48XX N PAULINA ST ,3.8,3.8,2.9
12/19/2021,48XX N PAULINA ST ,2.5,4.9,5.4
7/22/2019,48XX N RAVENSWOOD AVE,1.7,3.1,2.6
9/21/2021,48XX N RAVENSWOOD AVE ,<1.0,1.5,<1.0
11/6/2021,48XX N RAVENSWOOD AVE ,<0.5,<0.5,<0.5
8/18/2020,48XX N RAVENSWOOD AVE APT 301,< 1,< 1,< 1
11/6/2019,48XX N RIDGEWAY AVE,1.6,4.3,1.1
4/14/2018,48XX N ROCKWELL ST,< 1,< 1,< 1
11/2/2018,48XX N ROCKWELL ST,1.2,< 1,< 1
12/8/2021,48XX N ROCKWELL ST ,0.5,<0.5,<0.5
2/19/2020,48XX N SACRAMENTO AVE,< 1,< 1,< 1
2/22/2019,48XX N SAINT LOUIS AVE,< 1,< 1,< 1
9/27/2021,48XX N SAINT LOUIS AVE ,5.9,6.2,4.6
7/8/2019,48XX N SEELEY AVE,< 1,< 1,< 1
10/21/2019,48XX N SEELEY AVE,4.3,5.2,4.1
11/11/2019,48XX N SEELEY AVE,8.1,10,3.8
9/19/2021,48XX N SEELEY AVE ,4.5,8.4,5.7
7/12/2018,48XX N SHERIDAN RD,< 1,< 1,< 1
12/31/2019,48XX N SHERIDAN RD,< 1,< 1,< 1
7/1/2018,48XX N SHERIDAN ST,< 1,< 1,< 1
10/18/2020,48XX N SPAULDING AVE,6.3,13,8.5
4/17/2022,48XX N SPAULDING AVE ,2.9,0.5,<0.5
10/19/2019,48XX N Spauling Ave,9.9,23,7.6
1/25/2022,48XX N Spauling Ave,See Follow-Up Sequential Sampling Table for Results,,
4/13/2019,48XX N SPRINGFIELD AVE,3.7,3.4,1.5
8/31/2020,48XX N SPRINGFIELD AVE,< 1,< 1,< 1
10/14/2016,48XX N TALMAN AVE,< 1,< 1,< 1
5/26/2017,48XX N TALMAN AVE,< 1,< 1,< 1
8/2/2018,48XX N TALMAN AVE,< 1,< 1,< 1
3/4/2019,48XX N TALMAN AVE,1.6,1.3,< 1
5/9/2019,48XX N TALMAN AVE,< 1,< 1,< 1
5/16/2019,48XX N TALMAN AVE,< 1,< 1,< 1
11/7/2019,48XX N TALMAN AVE,< 1,< 1,< 1
9/3/2021,48XX N TALMAN AVE ,<1.0,<1.0,<1.0
4/7/2022,48XX N TALMAN AVE ,3.4,14,1.4
11/4/2018,48XX N TRIPP AVE,< 1,1.2,< 1
11/18/2018,48XX N TRIPP AVE,< 1,< 1,< 1
10/29/2019,48XX N TRIPP AVE,6.8,3.2,4.9
6/27/2018,48XX N TROY ST,2.3,2.1,2
10/22/2018,48XX N TROY ST,< 1,< 1,< 1
10/29/2019,48XX N TROY ST,1.5,< 1,< 1
9/25/2017,48XX N WASHTENAW AVE,< 1,< 1,< 1
10/16/2019,48XX N WASHTENAW AVE,1.4,2.8,1.7
1/16/2020,48XX N WASHTENAW AVE,< 1,< 1,< 1
4/14/2021,48XX N WASHTENAW AVE,1.3,3.1,1.3
10/2/2018,48XX N WASHTENAW ST,< 1,< 1,< 1
11/28/2016,48XX N WINCHESTER AVE,5.1,3.2,2.3
7/10/2018,48XX N WINCHESTER AVE,2.2,1.9,1.7
8/12/2018,48XX N WINCHESTER AVE,3.1,4.2,3
8/22/2018,48XX N WINCHESTER AVE,6.5,1.2,1.1
5/7/2019,48XX N WINCHESTER AVE,4.4,3.2,2.3
12/8/2019,48XX N WINCHESTER AVE,< 1,< 1,< 1
5/18/2021,48XX N WINCHESTER AVE,4.2,3.1,2.2
5/24/2021,48XX N WINCHESTER AVE,3.4,3,2.2
4/7/2022,48XX N WINCHESTER AVE ,1.7,1,0.7
10/27/2018,48XX N WINTHROP AVE,< 1,< 1,< 1
11/12/2018,48XX N WINTHROP AVE,< 1,< 1,< 1
7/18/2017,48XX N WOLCOTT AVE,< 1,< 1,< 1
4/17/2018,48XX N WOLCOTT AVE,< 1,< 1,< 1
12/9/2021,48XX N WOLCOTT AVE ,2.7,6.3,1.3
12/11/2021,48XX N WOLCOTT AVE ,2.3,7.8,1.3
9/8/2019,48XX S AVERS AVE,6.2,9.4,4
11/11/2020,48XX S BISHOP ST,< 1,< 1,< 1
2/26/2019,48XX S CHAMPLAIN AVE,< 1,< 1,< 1
8/29/2021,48XX S CHAMPLAIN AVE ,<1.0,<1.0,<1.0
7/5/2016,48XX S DORCHESTER AVE,1,< 1,< 1
4/16/2019,48XX S DORCHESTER AVE,4.2,2.9,5
3/18/2022,48XX S DORCHESTER AVE ,1.1,0.7,0.7
4/3/2019,48XX S DREXEL BLVD,12,1,1
9/30/2021,48XX S DREXEL BLVD ,28,2.2,1.2
9/26/2019,48XX S EVANS AVE,< 1,< 1,< 1
1/30/2020,48XX S FORRESTVILLE AVE,1.6,2,2
3/23/2021,48XX S FORRESTVILLE AVE,< 1,< 1,2.2
5/4/2021,48XX S FORRESTVILLE AVE,3.1,2.8,2.7
12/11/2021,48XX S FORRESTVILLE AVE ,<0.5,<0.5,<0.5
4/20/2022,48XX S FORRESTVILLE AVE ,<0.5,0.9,1.1
5/16/2018,48XX S GREENWOOD AVE,< 1,1.1,< 1
4/18/2019,48XX S GREENWOOD AVE,1.5,1.1,1.8
3/2/2020,48XX S GREENWOOD AVE,4.1,< 1,< 1
11/5/2018,48XX S KEATING AVE,2.4,2.8,3.4
10/15/2019,48XX S KEATING AVE,5.3,4.5,2.9
10/22/2021,48XX S KEATING AVE ,3.1,7.1,2.8
4/1/2019,48XX S KEDVALE AVE,4.2,2.2,1
6/19/2019,48XX S KEDVALE AVE,3.8,3.3,3.2
2/28/2020,48XX S KEDVALE AVE,2.7,9.4,1.5
4/6/2021,48XX S KEDVALE AVE,12,2.1,< 1
6/28/2021,48XX S Keeler Ave,2.6,2.8,170
6/28/2021,48XX S Keeler Ave,2.6,2.8,170
8/2/2021,48XX S Keeler Ave,See Follow-Up Sequential Sampling Table for Results,,
8/2/2021,48XX S Keeler Ave,See Follow-Up Sequential Sampling Table for Results,,
2/19/2019,48XX S KILDARE AVE,4.7,2.5,1.7
2/21/2019,48XX S KILDARE AVE,13,12,3.4
3/15/2019,48XX S KILDARE AVE,5.8,8.5,2.1
7/26/2019,48XX S KILDARE AVE,1.7,8.4,2.6
3/31/2022,48XX S KILDARE AVE ,1.9,0.8,0.9
1/2/2021,48XX S KILPATRICK AVE,2.6,1.8,< 1
5/13/2019,48XX S KIMBARK ,8.6,15,7.2
10/22/2019,48XX S KIMBARK ,See Follow-Up Sequential Sampling Table for Results,,
12/2/2020,48XX S KIMBARK AVE,< 1,< 1,< 1
6/21/2019,48XX S KNOX AVE,2.5,4.1,1.4
8/9/2019,48XX S KOMENSKY AVE,< 1,< 1,< 1
4/30/2019,48XX S KOSTNER AVE,< 1,1.4,< 1
11/3/2020,48XX S LAKE PARK AVE,< 1,< 1,< 1
4/13/2021,48XX S LAKE PARK AVE,< 1,< 1,< 1
6/19/2018,48XX S LANGLEY AVE,4.8,18,21
7/31/2018,48XX S LANGLEY AVE,See Follow-Up Sequential Sampling Table for Results,,
3/21/2019,48XX S LANGLEY AVE,2.6,4.7,1
3/30/2019,48XX S LAPORTE AVE,6.1,12,2.8
10/4/2019,48XX S LAPORTE AVE,7.8,10,3
12/8/2019,48XX S LAPORTE AVE,3.3,5.1,1.7
8/23/2021,48XX S Laporte Ave,6.6,15,6.3
2/9/2022,48XX S Laporte Ave,See Follow-Up Sequential Sampling Table for Results,,
8/23/2021,48XX S LAPORTE AVE ,6.6,15,6.3
12/17/2021,48XX S Lavergne Ave,9,9.4,14
2/7/2022,48XX S Lavergne Ave,See Follow-Up Sequential Sampling Table for Results,,
8/29/2018,48XX S LAWNDALE AVE,1.4,1.1,1.2
2/28/2019,48XX S LECLAIRE AVE,2.1,2.5,2.3
4/22/2019,48XX S LECLAIRE AVE,1.2,5.2,< 1
8/28/2021,48XX S MARSHFIELD AVE ,2,1.6,1.5
8/29/2019,48XX S PRINCETON AVE,7.8,5.7,4.4
7/25/2019,48XX S SAINT LAWRENCE AVE,4.5,3.2,2.1
4/9/2019,48XX S UNION AVE,2.9,2.2,1.9
5/24/2021,48XX S WALLACE ST,4,5.3,4.7
9/30/2021,48XX S Woodlawn Ave,6.4,5.2,4.6
4/1/2019,48XX W ADDISON ST,4.4,4,4.4
12/14/2020,48XX W ADDISON ST,3,5.9,2.2
1/22/2022,48XX W ADDISON ST ,3.4,3.6,3.5
12/4/2018,48XX W AINSLIE ST,2.4,1.4,< 1
1/11/2019,48XX W AINSLIE ST,2.8,10,1.6
10/6/2020,48XX W AINSLIE ST,2.5,3.5,4.4
11/4/2020,48XX W AINSLIE ST,1.7,3.2,1.5
6/10/2019,48XX W ARGYLE ST,2.3,2.1,1.9
2/9/2020,48XX W ARGYLE ST,3.3,1.3,< 1
2/25/2019,48XX W BALMORAL ,300,4.3,1.9
5/7/2019,48XX W BALMORAL ,See Follow-Up Sequential Sampling Table for Results,,
1/31/2018,48XX W BALMORAL AVE,1.2,< 1,< 1
4/16/2018,48XX W BALMORAL AVE,4.6,8.4,6.6
4/8/2019,48XX W BALMORAL AVE,< 1,< 1,< 1
7/23/2019,48XX W BALMORAL AVE,2.8,5.2,1.8
5/9/2021,48XX W BALMORAL AVE,4.3,6.3,2.5
11/19/2018,48XX W BELDEN AVE,< 1,< 1,< 1
4/3/2021,48XX W BELDEN AVE,< 1,< 1,< 1
11/24/2018,48XX W BERENICE AVE,3.4,2.1,1.8
4/8/2022,48XX W BERENICE AVE ,2.1,7.2,3.3
2/10/2019,48XX W BERTEAU ,26,6.3,4.7
6/5/2019,48XX W BERTEAU ,See Follow-Up Sequential Sampling Table for Results,,
6/25/2017,48XX W BERTEAU AVE,3.5,2.9,1.3
8/12/2016,48XX W BERWYN AVE,5.9,3.5,3
2/24/2019,48XX W BERWYN AVE,1.9,1,< 1
8/9/2019,48XX W BERWYN AVE,3.3,5.7,1.8
3/21/2019,48XX W BLOOMINGDALE AVE,1.6,< 1,< 1
7/29/2019,48XX W BYRON ST,< 1,1.6,1.3
12/16/2019,48XX W CATALPA AVE,4.8,11,2.1
5/5/2020,48XX W CATALPA AVE,4.7,5.4,4.4
9/12/2020,48XX W CATALPA AVE,1.8,2.5,2.3
6/20/2019,48XX W CONCORD PL,2.4,2.8,1.1
10/2/2019,48XX W CONCORD PL,2.3,1.4,< 1
5/7/2019,48XX W CONGRESS PKWY,1.8,2.7,< 1
10/22/2018,48XX W CORNELIA AVE,3.7,27,4.6
2/7/2019,48XX W CORNELIA AVE,See Follow-Up Sequential Sampling Table for Results,,
8/8/2021,48XX W CORNELIA AVE ,2.9,11,2.6
8/12/2019,48XX W CORTEZ ST,1.4,1.4,1.3
12/18/2019,48XX W CRYSTAL ST,1.9,1.7,1.3
7/4/2016,48XX W CULLOM AVE,4.6,13,6.1
12/23/2019,48XX W CULLOM AVE,3.8,6.2,2
2/10/2019,48XX W DAKIN ST,2.4,1.4,< 1
6/23/2019,48XX W DAKIN ST,2.3,8.9,1.9
8/18/2019,48XX W EDDY ST,6.3,6.5,13
2/8/2016,48XX W ERIE ST,1.12,<1,<1
2/21/2020,48XX W ERIE ST,< 1,< 1,< 1
4/14/2019,48XX W FOSTER AVE,1.4,< 1,< 1
4/21/2019,48XX W FOSTER AVE,2.4,3.7,3.5
4/20/2019,48XX W GEORGE ST,7.4,12,7.3
8/13/2018,48XX W GRACE ST,1.7,3.9,2.9
4/10/2019,48XX W GRACE ST,1.3,< 1,< 1
11/23/2019,48XX W GRACE ST,< 1,< 1,< 1
12/19/2019,48XX W GRACE ST,2.5,1.6,< 1
1/25/2019,48XX W GREGORY ST,< 1,< 1,< 1
2/26/2019,48XX W GREGORY ST,3,6.6,< 1
3/26/2019,48XX W GREGORY ST,< 1,1.4,< 1
7/29/2017,48XX W GUNNISON ST,3.1,2.8,2.6
4/4/2019,48XX W GUNNISON ST,2.7,6.3,1.1
4/29/2019,48XX W GUNNISON ST,2.2,2.5,2.4
8/1/2019,48XX W HADDON AVE,2.5,5.3,3.1
8/6/2019,48XX W HADDON AVE,4.9,8.6,5.1
5/19/2019,48XX W HENDERSON ST,< 1,< 1,< 1
7/12/2019,48XX W HENDERSON ST,< 1,< 1,< 1
12/26/2019,48XX W HENDERSON ST,< 1,1.5,1.6
9/2/2020,48XX W HENDERSON ST,1.1,< 1,< 1
4/7/2019,48XX W HOMER ,3.8,6.2,11
7/30/2019,48XX W HOMER ,See Follow-Up Sequential Sampling Table for Results,,
5/18/2016,48XX W HOMER ST,4.2,2.7,2.3
4/7/2019,48XX W HOMER ST,3.8,6.2,11
1/29/2019,48XX W LEXINGTON ST,3,2,< 1
3/9/2018,48XX W MELROSE ST,5.6,3.6,2.5
4/14/2019,48XX W MONROE ST,< 1,< 1,< 1
4/26/2019,48XX W NEWPORT AVE,< 1,1.1,1.6
10/22/2019,48XX W NEWPORT AVE,3.7,7.2,3.8
12/4/2018,48XX W PARKER AVE,5.8,11,2.9
12/31/2020,48XX W PARKER AVE,4.1,1.6,1.1
7/15/2019,48XX W PENSACOLA AVE,2.6,6.5,2.4
10/20/2019,48XX W PENSACOLA AVE,3.7,4.7,3.2
9/13/2019,48XX W Quincy St,8.9,15,5.4
5/17/2021,48XX W Quincy St,See Follow-Up Sequential Sampling Table for Results,,
8/23/2021,48XX W RICE ST ,2.1,<1.0,<1.0
5/20/2019,48XX W SCHUBERT AVE,4.2,4.4,2.4
6/27/2019,48XX W SCHUBERT AVE,4.6,3.9,3.4
5/1/2018,48XX W STRONG ST,2.3,4.5,2.2
7/9/2018,48XX W STRONG ST,1.7,1.1,1
2/19/2019,48XX W STRONG ST,2.1,6.2,1.6
2/16/2019,48XX W VAN BUREN ST,< 1,< 1,< 1
3/4/2019,48XX W VAN BUREN ST,7.7,1.5,1.2
3/13/2019,48XX W WABANSIA AVE,< 1,1.7,< 1
4/20/2019,48XX W WABANSIA AVE,1.1,3.8,< 1
8/23/2019,48XX W WARNER AVE,2,2.3,2.7
10/23/2019,48XX W WARNER AVE,6.6,10,3.9
12/3/2018,48XX W WASHINGTON BLVD,< 1,< 1,< 1
6/2/2016,48XX W WAVELAND AVE,2.3,1.3,1.2
8/22/2018,48XX W WAVELAND AVE,4.8,9.3,2.8
12/23/2019,48XX W WELLINGTON AVE,5.5,6.2,1.4
9/6/2019,48XX W WINNEMAC AVE,1.1,7.2,1.6
3/18/2018,48XX W WOLFRAM ST,2.1,3.8,1.4
9/11/2019,48XX W WRIGHTWOOD AVE,8,22,3.8
3/5/2020,48XX W WRIGHTWOOD AVE,See Follow-Up Sequential Sampling Table for Results,,
10/1/2018,49XX N ALBANY AVE,1.1,2.3,1.6
4/30/2019,49XX N BELL AVE,13,9.6,6.3
5/20/2019,49XX N BELL AVE,2.8,11,2.2
7/11/2019,49XX N BERNARD ST,1.2,< 1,< 1
4/10/2019,49XX N CALIFORNIA AVE,3.2,3.1,3.7
4/12/2021,49XX N CALIFORNIA AVE,< 1,1.9,< 1
9/28/2021,49XX N CALIFORNIA AVE ,1.4,2.6,1.7
11/28/2021,49XX N CALIFORNIA AVE ,3.9,2.9,2.2
3/11/2019,49XX N CENTRAL PARK ,25,1.6,1
7/2/2019,49XX N CENTRAL PARK ,See Follow-Up Sequential Sampling Table for Results,,
5/29/2017,49XX N CENTRAL PARK AVE,14,10,4.9
8/6/2018,49XX N CENTRAL PARK AVE,2,3,4.6
6/10/2018,49XX N CHRISTIANA AVE,< 1,< 1,< 1
3/7/2019,49XX N CHRISTIANA AVE,1.9,4.5,1.1
7/10/2019,49XX N CHRISTIANA AVE,5.3,14,4.2
6/27/2021,49XX N CHRISTIANA AVE,< 1,1.8,< 1
8/7/2018,49XX N DAMEN AVE,1.1,1.1,1.1
1/8/2021,49XX N DAMEN AVE,1.5,< 1,< 1
8/4/2021,49XX N DAMEN AVE ,1.4,9.3,1.3
6/30/2019,49XX N DRAKE AVE,2.6,2.4,2.3
7/26/2019,49XX N DRAKE AVE,1.5,< 1,< 1
4/9/2021,49XX N FAIRFIELD AVE,< 1,1,2
12/29/2016,49XX N FRANCISCO AVE,2.5,5.1,1.5
9/21/2018,49XX N FRANCISCO AVE,2.7,1.8,1.5
2/10/2019,49XX N FRANCISCO AVE,9.3,3.8,2.1
1/3/2021,49XX N FRANCISCO AVE,1.3,< 1,< 1
3/16/2018,49XX N GLENWOOD AVE,2.3,1.2,1.1
6/25/2018,49XX N GLENWOOD AVE,< 1,< 1,< 1
11/3/2020,49XX N GLENWOOD AVE,< 1,< 1,< 1
5/1/2019,49XX N HAMILTON ,20,14,5.4
7/24/2019,49XX N HAMILTON ,See Follow-Up Sequential Sampling Table for Results,,
7/5/2018,49XX N HAMILTON AVE,1.3,3,1.4
7/5/2018,49XX N HAMILTON AVE,1.3,3,1.4
7/5/2018,49XX N Hamilton Ave,20,14,5.4
10/4/2018,49XX N HAMILTON AVE,See Follow-Up Sequential Sampling Table for Results,,
1/26/2019,49XX N HAMILTON AVE,2.2,6,1.8
3/17/2019,49XX N HAMILTON AVE,< 1,< 1,< 1
4/30/2019,49XX N HAMILTON AVE,1.5,1.8,1.6
7/16/2019,49XX N HAMILTON AVE,1.6,1.1,< 1
6/29/2020,49XX N HAMILTON AVE,2.5,6.9,1.7
11/2/2020,49XX N Hamilton Ave,See Follow-Up Sequential Sampling Table for Results,,
11/29/2021,49XX N HAMILTON AVE ,1.3,2.2,1.2
1/16/2022,49XX N HAMILTON AVE ,18,2.3,1.7
8/21/2016,49XX N HAMLIN AVE,3.2,5.5,3
5/8/2019,49XX N HAMLIN AVE,4.3,4.7,1.2
8/25/2019,49XX N HAMLIN AVE,< 1,< 1,< 1
10/28/2019,49XX N HAMLIN AVE,4.6,6.6,3.2
9/12/2016,49XX N HERMITAGE AVE,< 1,< 1,< 1
8/22/2018,49XX N HERMITAGE AVE,< 1,< 1,< 1
2/23/2017,49XX N HOYNE AVE,4,4.1,2.2
6/25/2018,49XX N HOYNE AVE,< 1,< 1,1.1
11/9/2018,49XX N HOYNE AVE,< 1,< 1,< 1
8/6/2019,49XX N HOYNE AVE,2.2,4.4,1.6
11/9/2020,49XX N HOYNE AVE,< 1,< 1,< 1
8/13/2021,49XX N HOYNE AVE ,<1.0,<1.0,<1.0
11/20/2017,49XX N JANSSEN AVE,< 1,< 1,< 1
5/20/2016,49XX N KARLOV AVE,1.7,2.9,2.1
11/30/2018,49XX N KARLOV AVE,3,7.3,8.6
4/2/2019,49XX N KARLOV AVE,5.5,4.1,3.4
1/27/2020,49XX N KARLOV AVE,1.9,3.6,< 1
8/28/2016,49XX N KEDVALE AVE,< 1,< 1,< 1
1/1/2020,49XX N KEDVALE AVE,1.8,3.1,1.1
8/27/2019,49XX N KEELER AVE,1.9,2.9,1.5
9/29/2021,49XX N KEELER AVE ,5.5,18,4.3
