Date Sampled,Address,1st Draw,2-3 Minute,5 Minute,numAddr,geocode
4/3/2019,61XX N FOREST GLEN AVE,2.4,4,1.1,6100 N FOREST GLEN AVE,"[41.9920791, -87.74115093340109]"
5/25/2019,61XX N FOREST GLEN AVE,1.8,3.4,3.8,6100 N FOREST GLEN AVE,"[41.9920791, -87.74115093340109]"
6/2/2020,61XX N FOREST GLEN AVE,3.6,2.6,2,6100 N FOREST GLEN AVE,"[41.9920791, -87.74115093340109]"
1/17/2022,61XX N FOREST GLEN AVE ,1.4,3.2,0.7,6100 N FOREST GLEN AVE ,"[41.9920791, -87.74115093340109]"
8/22/2018,61XX N FRANCISCO AVE,1.9,2.1,1.9,6100 N FRANCISCO AVE,"[41.99229, -87.701998]"
11/25/2019,61XX N FRANCISCO AVE,1.6,< 1,< 1,6100 N FRANCISCO AVE,"[41.99229, -87.701998]"
1/14/2020,61XX N FRANCISCO AVE,3.1,1.9,< 1,6100 N FRANCISCO AVE,"[41.99229, -87.701998]"
8/20/2018,61XX N GLENWOOD AVE,< 1,< 1,< 1,6100 N GLENWOOD AVE,"[41.9929189, -87.6654370937074]"
10/31/2018,61XX N GLENWOOD AVE,< 1,< 1,< 1,6100 N GLENWOOD AVE,"[41.9929189, -87.6654370937074]"
3/19/2019,61XX N HAMILTON AVE,< 1,< 1,< 1,6100 N HAMILTON AVE,"[41.991925800000004, -87.68376206723744]"
9/30/2019,61XX N HAMILTON AVE,< 1,< 1,< 1,6100 N HAMILTON AVE,"[41.991925800000004, -87.68376206723744]"
2/7/2020,61XX N HAMILTON AVE,2.5,< 1,< 1,6100 N HAMILTON AVE,"[41.991925800000004, -87.68376206723744]"
8/18/2021,61XX N HAMLIN AVE ,2.2,13,2.2,6100 N HAMLIN AVE ,"[41.993264, -87.724029]"
6/1/2018,61XX N HARLEM AVE,< 1,< 1,< 1,6100 N HARLEM AVE,"[41.992458, -87.806956]"
4/25/2022,61XX N HARLEM AVE ,1.8,4.1,1,6100 N HARLEM AVE ,"[41.992458, -87.806956]"
1/5/2019,61XX N HERMITAGE AVE,2.5,1.8,1.1,6100 N HERMITAGE AVE,"[41.99292965, -87.6736702692784]"
7/20/2021,61XX N HERMITAGE AVE,1.3,<1.0,<1.0,6100 N HERMITAGE AVE,"[41.99292965, -87.6736702692784]"
7/20/2021,61XX N HERMITAGE AVE,1.3,<1.0,<1.0,6100 N HERMITAGE AVE,"[41.99292965, -87.6736702692784]"
8/22/2021,61XX N HERMITAGE AVE ,2.3,3.6,2.9,6100 N HERMITAGE AVE ,"[41.99292965, -87.6736702692784]"
8/8/2018,61XX N HOYNE AVE,< 1,< 1,< 1,6100 N HOYNE AVE,"[41.9919836, -87.68257172214285]"
8/29/2018,61XX N HOYNE AVE,< 1,< 1,< 1,6100 N HOYNE AVE,"[41.9919836, -87.68257172214285]"
4/12/2022,61XX N HOYNE AVE ,0.6,<0.5,<0.5,6100 N HOYNE AVE ,"[41.9919836, -87.68257172214285]"
11/28/2017,61XX N KARLOV AVE,3.8,15,9.2,6100 N KARLOV AVE,"[41.9920701, -87.73163410802795]"
1/6/2018,61XX N KARLOV AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 N KARLOV AVE,"[41.9920701, -87.73163410802795]"
1/17/2018,61XX N KARLOV AVE,< 1,< 1,< 1,6100 N KARLOV AVE,"[41.9920701, -87.73163410802795]"
5/14/2019,61XX N KARLOV AVE,1.9,7.8,1.9,6100 N KARLOV AVE,"[41.9920701, -87.73163410802795]"
8/29/2021,61XX N KARLOV AVE ,4.1,3.1,<1.0,6100 N KARLOV AVE ,"[41.9920701, -87.73163410802795]"
2/11/2019,61XX N KEATING AVE,3.5,4.2,4.2,6100 N KEATING AVE,"[41.991545, -87.74739177330036]"
3/1/2019,61XX N KEATING AVE,1.3,6.8,2.9,6100 N KEATING AVE,"[41.991545, -87.74739177330036]"
6/21/2019,61XX N KEATING AVE,1.6,6.3,3.6,6100 N KEATING AVE,"[41.991545, -87.74739177330036]"
7/30/2019,61XX N KEATING AVE,3.3,6.6,3,6100 N KEATING AVE,"[41.991545, -87.74739177330036]"
10/7/2019,61XX N KEATING AVE,3.2,5.8,2.4,6100 N KEATING AVE,"[41.991545, -87.74739177330036]"
11/28/2021,61XX N KEATING AVE ,1.5,1.9,0.7,6100 N KEATING AVE ,"[41.991545, -87.74739177330036]"
1/16/2019,61XX N KEDVALE AVE,2,3.2,< 1,6100 N KEDVALE AVE,"[41.9920807, -87.73281205022461]"
5/17/2019,61XX N KEDVALE AVE,5.7,9.5,2,6100 N KEDVALE AVE,"[41.9920807, -87.73281205022461]"
11/30/2018,61XX N KEELER AVE,8.4,9.4,4.4,6100 N KEELER AVE,"[41.99207485, -87.73407664900971]"
4/16/2019,61XX N KEELER AVE,3.4,9.2,1.5,6100 N KEELER AVE,"[41.99207485, -87.73407664900971]"
12/6/2016,61XX N KENMORE AVE,< 1,< 1,< 1,6100 N KENMORE AVE,"[41.992459, -87.656997]"
12/5/2018,61XX N KENMORE AVE,< 1,< 1,< 1,6100 N KENMORE AVE,"[41.992459, -87.656997]"
11/21/2017,61XX N KEYSTONE AVE,3,1.8,1.1,6100 N KEYSTONE AVE,"[41.992975, -87.730201]"
6/10/2019,61XX N KILBOURN ,4.6,16,10,6100 N KILBOURN ,"[0, 0]"
11/1/2019,61XX N KILBOURN ,See Follow-Up Sequential Sampling Table for Results,,,6100 N KILBOURN ,"[0, 0]"
8/13/2018,61XX N KILBOURN AVE,1.3,5.4,2.5,6100 N KILBOURN AVE,"[41.991552, -87.74002000612057]"
4/7/2019,61XX N KILBOURN AVE,2.1,7.8,1.1,6100 N KILBOURN AVE,"[41.991552, -87.74002000612057]"
10/29/2020,61XX N KILBOURN AVE,< 1,< 1,< 1,6100 N KILBOURN AVE,"[41.991552, -87.74002000612057]"
10/1/2021,61XX N Kilbourn Ave,18,20,9.9,6100 N Kilbourn Ave,"[41.991552, -87.74002000612057]"
12/20/2021,61XX N Kilbourn Ave,See Follow-Up Sequential Sampling Table for Results,,,6100 N Kilbourn Ave,"[41.991552, -87.74002000612057]"
10/1/2021,61XX N KILBOURN AVE ,18,20,9.9,6100 N KILBOURN AVE ,"[41.991552, -87.74002000612057]"
2/24/2019,61XX N KILDARE AVE,< 1,< 1,< 1,6100 N KILDARE AVE,"[41.992318, -87.736267]"
8/18/2021,61XX N KILDARE AVE ,4,11,3.5,6100 N KILDARE AVE ,"[41.992318, -87.736267]"
10/3/2018,61XX N KILPATRICK AVE,< 1,< 1,< 1,6100 N KILPATRICK AVE,"[41.991959300000005, -87.74565434369708]"
4/19/2019,61XX N KIMBALL AVE,2.8,2.2,< 1,6100 N KIMBALL AVE,"[41.992164200000005, -87.71440422540485]"
11/30/2020,61XX N KIMBALL AVE,1.5,2.2,< 1,6100 N KIMBALL AVE,"[41.992164200000005, -87.71440422540485]"
7/9/2016,61XX N KIRKWOOD AVE,5.8,11,5.3,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
8/19/2016,61XX N KIRKWOOD AVE,1.7,< 1,< 1,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
11/13/2018,61XX N KIRKWOOD AVE,< 1,< 1,< 1,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
4/25/2019,61XX N KIRKWOOD AVE,2.1,2.1,1.7,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
4/27/2019,61XX N KIRKWOOD AVE,2.6,3,2.5,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
5/1/2019,61XX N KIRKWOOD AVE,6.4,6.6,2.5,6100 N KIRKWOOD AVE,"[41.992583100000004, -87.74215791320893]"
10/20/2021,61XX N KIRKWOOD AVE ,1.4,1.3,2.1,6100 N KIRKWOOD AVE ,"[41.992583100000004, -87.74215791320893]"
7/12/2019,61XX N KNOX AVE,2.2,4.5,2.5,6100 N KNOX AVE,"[41.9914462, -87.74455958130193]"
7/28/2019,61XX N KNOX AVE,4.6,2.6,2.1,6100 N KNOX AVE,"[41.9914462, -87.74455958130193]"
1/20/2020,61XX N KNOX AVE,< 1,< 1,< 1,6100 N KNOX AVE,"[41.9914462, -87.74455958130193]"
1/4/2019,61XX N KOSTNER AVE,1.3,< 1,< 1,6100 N KOSTNER AVE,"[41.992902, -87.738707]"
9/2/2021,61XX N LAWNDALE AVE ,2.8,7.5,1.9,6100 N LAWNDALE AVE ,"[41.9920871, -87.72167847899159]"
5/27/2016,61XX N LEADER AVE,4.5,1.5,1.5,6100 N LEADER AVE,"[41.991597, -87.754181]"
8/18/2018,61XX N LEADER AVE,< 1,< 1,< 1,6100 N LEADER AVE,"[41.991597, -87.754181]"
2/19/2019,61XX N LEADER AVE,4,4.1,2,6100 N LEADER AVE,"[41.991597, -87.754181]"
5/30/2019,61XX N LEADER AVE,1.6,9.6,1.9,6100 N LEADER AVE,"[41.991597, -87.754181]"
8/20/2019,61XX N LEADER AVE,4.5,13,4.6,6100 N LEADER AVE,"[41.991597, -87.754181]"
12/19/2019,61XX N LEADER AVE,< 1,1.6,< 1,6100 N LEADER AVE,"[41.991597, -87.754181]"
8/5/2018,61XX N LEGETT AVE,2.6,3.7,2.7,6100 N LEGETT AVE,"[41.992084, -87.755215]"
3/31/2019,61XX N LEGETT AVE,4.6,10,1.5,6100 N LEGETT AVE,"[41.992084, -87.755215]"
11/13/2019,61XX N LEGETT AVE,4.6,11,3,6100 N LEGETT AVE,"[41.992084, -87.755215]"
11/2/2018,61XX N LENOX AVE,< 1,< 1,< 1,6100 N LENOX AVE,"[41.99271065, -87.75624052070908]"
2/18/2022,61XX N LENOX AVE ,3.4,2.8,0.6,6100 N LENOX AVE ,"[41.99271065, -87.75624052070908]"
6/26/2019,61XX N LEOTI AVE,6.1,14,5.7,6100 N LEOTI AVE,"[41.992532, -87.752046]"
2/22/2019,61XX N LOWELL AVE,1.7,5.6,1.3,6100 N LOWELL AVE,"[41.992165, -87.73729]"
12/21/2020,61XX N LOWELL AVE,4.1,5.1,1.6,6100 N LOWELL AVE,"[41.992165, -87.73729]"
7/9/2019,61XX N MAPLEWOOD ,5.9,18,3.4,6100 N MAPLEWOOD ,"[0, 0]"
11/7/2019,61XX N MAPLEWOOD ,See Follow-Up Sequential Sampling Table for Results,,,6100 N MAPLEWOOD ,"[0, 0]"
8/20/2016,61XX N MAPLEWOOD AVE,5.9,5.4,4.2,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
8/14/2018,61XX N MAPLEWOOD AVE,4.2,9.9,4.2,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
4/15/2019,61XX N MAPLEWOOD AVE,1.4,4,2.1,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
4/25/2019,61XX N MAPLEWOOD AVE,2.5,15,1.7,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
9/3/2019,61XX N MAPLEWOOD AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
11/11/2019,61XX N MAPLEWOOD AVE,8.5,4.4,2,6100 N MAPLEWOOD AVE,"[41.99237165, -87.69365494003421]"
6/28/2018,61XX N MASON AVE,2,1.8,2.1,6100 N MASON AVE,"[41.99210015, -87.77694685536437]"
9/30/2018,61XX N MASON AVE,1.4,< 1,< 1,6100 N MASON AVE,"[41.99210015, -87.77694685536437]"
3/28/2019,61XX N MASON AVE,3.6,6.1,5,6100 N MASON AVE,"[41.99210015, -87.77694685536437]"
6/2/2016,61XX N MCCLELLAN AVE,16,12,4.8,6100 N MCCLELLAN AVE,"[41.995377, -87.770975]"
7/8/2016,61XX N MCCLELLAN AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 N MCCLELLAN AVE,"[41.995377, -87.770975]"
8/5/2016,61XX N MCCLELLAN AVE,3.3,7.5,3.5,6100 N MCCLELLAN AVE,"[41.995377, -87.770975]"
1/16/2017,61XX N MCVICKER AVE,1.6,2.4,< 1,6100 N MCVICKER AVE,"[41.992553, -87.779201]"
5/25/2019,61XX N MCVICKER AVE,2,2.6,1.8,6100 N MCVICKER AVE,"[41.992553, -87.779201]"
3/19/2022,61XX N MCVICKER AVE ,3.6,16,1.5,6100 N MCVICKER AVE ,"[41.992553, -87.779201]"
9/22/2018,61XX N MEADE ,3.7,17,3,6100 N MEADE ,"[0, 0]"
12/21/2018,61XX N MEADE ,See Follow-Up Sequential Sampling Table for Results,,,6100 N MEADE ,"[0, 0]"
7/11/2019,61XX N MEADE AVE,< 1,5.8,1.2,6100 N MEADE AVE,"[41.992042749999996, -87.78062651696429]"
3/18/2019,61XX N MELVINA AVE,4.6,13,7.1,6100 N MELVINA AVE,"[41.993038, -87.782978]"
5/8/2021,61XX N MELVINA AVE,3.1,6.7,5.2,6100 N MELVINA AVE,"[41.993038, -87.782978]"
9/27/2021,61XX N MELVINA AVE ,3.4,5.7,4.4,6100 N MELVINA AVE ,"[41.993038, -87.782978]"
2/17/2016,61XX N MONTICELLO AVE,3.54,2.38,1.4,6100 N MONTICELLO AVE,"[41.992129, -87.7205191419426]"
4/6/2016,61XX N MONTICELLO AVE,10.5,3.11,3.31,6100 N MONTICELLO AVE,"[41.992129, -87.7205191419426]"
3/25/2017,61XX N MOODY AVE,1.7,2.1,< 1,6100 N MOODY AVE,"[41.992569, -87.781727]"
9/4/2018,61XX N MOODY AVE,1.8,8.8,1.8,6100 N MOODY AVE,"[41.992569, -87.781727]"
3/18/2019,61XX N MOODY AVE,< 1,< 1,< 1,6100 N MOODY AVE,"[41.992569, -87.781727]"
5/1/2019,61XX N MOODY AVE,2.4,3.9,1.4,6100 N MOODY AVE,"[41.992569, -87.781727]"
7/21/2019,61XX N MOZART ST,< 1,< 1,< 1,6100 N MOZART ST,"[41.9923392, -87.70104593373404]"
9/27/2020,61XX N MOZART ST,< 1,1.1,1.3,6100 N MOZART ST,"[41.9923392, -87.70104593373404]"
11/29/2016,61XX N NAGLE AVE,1.6,2.6,< 1,6100 N NAGLE AVE,"[41.99173, -87.787681]"
10/5/2019,61XX N NAGLE AVE,8,3.6,2.9,6100 N NAGLE AVE,"[41.99173, -87.787681]"
4/1/2019,61XX N NAPER AVE,2.2,5.7,1,6100 N NAPER AVE,"[41.992434, -87.790064]"
12/3/2018,61XX N NAPLES AVE,< 1,< 1,< 1,6100 N NAPLES AVE,"[41.992752, -87.789812]"
7/26/2019,61XX N NAPLES AVE,2,3,1.6,6100 N NAPLES AVE,"[41.992752, -87.789812]"
9/25/2018,61XX N NASSAU AVE,2.1,8.4,3,6100 N NASSAU AVE,"[41.99173035, -87.79086798325893]"
2/7/2019,61XX N NASSAU AVE,2.6,4.9,1,6100 N NASSAU AVE,"[41.99173035, -87.79086798325893]"
7/21/2019,61XX N NASSAU AVE,1.6,5.4,1.8,6100 N NASSAU AVE,"[41.99173035, -87.79086798325893]"
10/8/2020,61XX N NASSAU AVE,3.2,11,3.6,6100 N NASSAU AVE,"[41.99173035, -87.79086798325893]"
12/21/2020,61XX N NASSAU AVE,2.6,2.9,1.4,6100 N NASSAU AVE,"[41.99173035, -87.79086798325893]"
7/16/2019,61XX N NEWBURG ,300,6.3,4.7,6100 N NEWBURG ,"[0, 0]"
11/15/2019,61XX N NEWBURG ,See Follow-Up Sequential Sampling Table for Results,,,6100 N NEWBURG ,"[0, 0]"
8/5/2018,61XX N NEWBURG AVE,< 1,< 1,< 1,6100 N NEWBURG AVE,"[41.9919127, -87.79374890840536]"
4/21/2019,61XX N NEWBURG AVE,< 1,4,2.1,6100 N NEWBURG AVE,"[41.9919127, -87.79374890840536]"
3/11/2019,61XX N NORTHCOTT AVE,3.1,6.9,1.7,6100 N NORTHCOTT AVE,"[41.992327, -87.803966]"
7/7/2016,61XX N OTTAWA AVE,30,18,5.8,6100 N OTTAWA AVE,"[41.99058982467134, -87.81882199840507]"
8/19/2016,61XX N OTTAWA AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 N OTTAWA AVE,"[41.99058982467134, -87.81882199840507]"
4/17/2019,61XX N OTTAWA AVE,2,7.3,< 1,6100 N OTTAWA AVE,"[41.99058982467134, -87.81882199840507]"
7/28/2019,61XX N OTTAWA AVE,2.7,4.9,3.2,6100 N OTTAWA AVE,"[41.99058982467134, -87.81882199840507]"
1/4/2020,61XX N OVERHILL AVE,1.4,3.4,< 1,6100 N OVERHILL AVE,"[41.990787100000006, -87.81996772403188]"
1/22/2020,61XX N OVERHILL AVE,2.5,< 1,< 1,6100 N OVERHILL AVE,"[41.990787100000006, -87.81996772403188]"
9/3/2019,61XX N OZARK AVE,2.6,1.3,1.2,6100 N OZARK AVE,"[41.990372, -87.821005]"
11/3/2019,61XX N OZARK AVE,6.6,7.8,2.7,6100 N OZARK AVE,"[41.990372, -87.821005]"
3/31/2019,61XX N PAULINA ST,4.2,12,2.2,6100 N PAULINA ST,"[41.99296985, -87.67226832405723]"
9/10/2020,61XX N RAVENSWOOD AVE,< 1,< 1,< 1,6100 N RAVENSWOOD AVE,"[41.99210415, -87.67551815263376]"
1/28/2019,61XX N ROCKWELL ST,7.1,1.9,1.4,6100 N ROCKWELL ST,"[41.9924046, -87.69503811182261]"
2/6/2019,61XX N ROCKWELL ST,2.2,1.8,< 1,6100 N ROCKWELL ST,"[41.9924046, -87.69503811182261]"
2/20/2019,61XX N ROCKWELL ST,1.6,3,4.9,6100 N ROCKWELL ST,"[41.9924046, -87.69503811182261]"
10/1/2019,61XX N SACRAMENTO AVE,7,21,8.2,6100 N SACRAMENTO AVE,"[41.99226245, -87.70460287923318]"
12/18/2021,61XX N SACRAMENTO AVE,1.4,1,0.9,6100 N SACRAMENTO AVE,"[41.99226245, -87.70460287923318]"
,61XX N SACRAMENTO AVE,Customer declined further testing,,,6100 N SACRAMENTO AVE,"[41.99226245, -87.70460287923318]"
11/16/2016,61XX N SHERIDAN RD,< 1,< 1,< 1,6100 N SHERIDAN RD,"[41.992481, -87.655571]"
9/19/2020,61XX N SHERIDAN RD,< 1,< 1,< 1,6100 N SHERIDAN RD,"[41.992481, -87.655571]"
4/4/2021,61XX N SHERIDAN RD,< 1,< 1,< 1,6100 N SHERIDAN RD,"[41.992481, -87.655571]"
12/7/2018,61XX N SPRINGFIELD AVE,2.7,5,1.5,6100 N SPRINGFIELD AVE,"[41.992099, -87.726507]"
4/7/2019,61XX N SPRINGFIELD AVE,2.4,3.1,1.1,6100 N SPRINGFIELD AVE,"[41.992099, -87.726507]"
1/24/2022,61XX N SPRINGFIELD AVE ,2.7,3.2,1.4,6100 N SPRINGFIELD AVE ,"[41.992099, -87.726507]"
1/10/2021,61XX N TALMAN AVE,< 1,< 1,< 1,6100 N TALMAN AVE,"[41.99239565, -87.69628460826257]"
4/20/2019,61XX N TRIPP AVE,2.4,6.2,6.9,6100 N TRIPP AVE,"[41.99243458028564, -87.735050679233]"
12/27/2018,61XX N WINCHESTER AVE,< 1,< 1,< 1,6100 N WINCHESTER AVE,"[41.99226495, -87.67897315001795]"
10/28/2018,61XX N WINTHROP AVE,1.6,< 1,< 1,6100 N WINTHROP AVE,"[41.992537999999996, -87.6584940986409]"
11/10/2020,61XX N WINTHROP AVE,< 1,< 1,< 1,6100 N WINTHROP AVE,"[41.992537999999996, -87.6584940986409]"
10/2/2016,61XX N WOLCOTT AVE,1.6,< 1,< 1,6100 N WOLCOTT AVE,"[41.992052, -87.677221]"
7/23/2019,61XX N WOLCOTT AVE,< 1,< 1,< 1,6100 N WOLCOTT AVE,"[41.992052, -87.677221]"
8/16/2019,61XX S ABERDEEN ST,2.7,2.2,1.7,6100 S ABERDEEN ST,"[41.783154, -87.652271]"
3/5/2019,61XX S ARTESIAN AVE,< 1,< 1,< 1,6100 S ARTESIAN AVE,"[41.78272045, -87.6853437122592]"
9/8/2019,61XX S AUSTIN AVE,2.3,9.2,2,6100 S AUSTIN AVE,"[41.7813879, -87.77190397383382]"
9/30/2019,61XX S AUSTIN AVE,3.1,5.1,3.9,6100 S AUSTIN AVE,"[41.7813879, -87.77190397383382]"
1/12/2020,61XX S AUSTIN AVE,1.4,7.2,< 1,6100 S AUSTIN AVE,"[41.7813879, -87.77190397383382]"
1/18/2020,61XX S AUSTIN AVE,1.3,5.8,< 1,6100 S AUSTIN AVE,"[41.7813879, -87.77190397383382]"
5/29/2019,61XX S BISHOP ST,2.7,3,8.8,6100 S BISHOP ST,"[41.7830169, -87.66092989889853]"
6/29/2021,61XX S BISHOP ST,2.6,13,2,6100 S BISHOP ST,"[41.7830169, -87.66092989889853]"
2/19/2019,61XX S CALIFORNIA AVE,5.1,8.2,1.7,6100 S CALIFORNIA AVE,"[41.78262815, -87.69377681321768]"
3/12/2020,61XX S CALIFORNIA AVE,3.2,6.4,1.6,6100 S CALIFORNIA AVE,"[41.78262815, -87.69377681321768]"
9/12/2019,61XX S CHAMPLAIN AVE,14,31,5.9,6100 S CHAMPLAIN AVE,"[41.783864, -87.609774]"
,61XX S CHAMPLAIN AVE,Customer declined further testing,,,6100 S CHAMPLAIN AVE,"[41.783864, -87.609774]"
4/11/2019,61XX S FAIRFIELD AVE,4.9,4.3,2,6100 S FAIRFIELD AVE,"[41.78264875, -87.6925460882988]"
8/1/2019,61XX S FAIRFIELD AVE,1.6,1.1,1,6100 S FAIRFIELD AVE,"[41.78264875, -87.6925460882988]"
12/20/2017,61XX S GREENWOOD AVE,< 1,< 1,< 1,6100 S GREENWOOD AVE,"[41.784006, -87.599634]"
8/17/2019,61XX S GREENWOOD AVE,< 1,< 1,< 1,6100 S GREENWOOD AVE,"[41.784006, -87.599634]"
12/28/2019,61XX S GREENWOOD AVE,< 1,< 1,< 1,6100 S GREENWOOD AVE,"[41.784006, -87.599634]"
10/4/2020,61XX S GREENWOOD AVE,< 1,< 1,< 1,6100 S GREENWOOD AVE,"[41.784006, -87.599634]"
2/13/2020,61XX S INGLESIDE AVE,5,2.7,2.3,6100 S INGLESIDE AVE,"[41.783868, -87.6030402687247]"
5/26/2020,61XX S INGLESIDE AVE,< 1,< 1,< 1,6100 S INGLESIDE AVE,"[41.783868, -87.6030402687247]"
2/6/2016,61XX S KARLOV AVE,3.22,3.5,2.82,6100 S KARLOV AVE,"[41.7821491, -87.72557766092436]"
4/2/2016,61XX S KARLOV AVE,1.98,3.54,2.3,6100 S KARLOV AVE,"[41.7821491, -87.72557766092436]"
11/29/2018,61XX S KEATING AVE,< 1,< 1,< 1,6100 S KEATING AVE,"[41.7819623, -87.74144965037416]"
11/17/2019,61XX S KEATING AVE,< 1,< 1,< 1,6100 S KEATING AVE,"[41.7819623, -87.74144965037416]"
6/7/2018,61XX S KEELER AVE,2.2,2.3,2.1,6100 S KEELER AVE,"[41.7821163, -87.72801054375]"
4/23/2019,61XX S KEELER AVE,3,13,2.3,6100 S KEELER AVE,"[41.7821163, -87.72801054375]"
8/1/2019,61XX S KEELER AVE,< 1,< 1,< 1,6100 S KEELER AVE,"[41.7821163, -87.72801054375]"
11/10/2020,61XX S KENNETH AVE,< 1,< 1,< 1,6100 S KENNETH AVE,"[41.78203915, -87.73414015651261]"
7/23/2019,61XX S KILBOURN AVE,4.9,17,4.5,6100 S KILBOURN AVE,"[41.782029050000006, -87.73533970192307]"
8/30/2019,61XX S KILBOURN AVE,9.4,12,3.1,6100 S KILBOURN AVE,"[41.782029050000006, -87.73533970192307]"
12/11/2019,61XX S KILBOURN AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 S KILBOURN AVE,"[41.782029050000006, -87.73533970192307]"
9/28/2021,61XX S KILBOURN AVE ,1.1,4.2,<1.0,6100 S KILBOURN AVE ,"[41.782029050000006, -87.73533970192307]"
10/18/2019,61XX S KILPATRICK AVE,1.7,2.3,1.6,6100 S KILPATRICK AVE,"[41.78197875, -87.74025198215477]"
6/21/2018,61XX S KIMBARK AVE,< 1,< 1,< 1,6100 S KIMBARK AVE,"[41.78395175, -87.59541170449987]"
11/30/2019,61XX S KIMBARK AVE,< 1,< 1,< 1,6100 S KIMBARK AVE,"[41.78395175, -87.59541170449987]"
11/1/2021,61XX S KIMBARK AVE ,<1.0,<1.0,<1.0,6100 S KIMBARK AVE ,"[41.78395175, -87.59541170449987]"
9/21/2016,61XX S KOLMAR AVE,10,22,8.4,6100 S KOLMAR AVE,"[41.78202295, -87.73654290959176]"
11/9/2016,61XX S KOLMAR AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 S KOLMAR AVE,"[41.78202295, -87.73654290959176]"
6/7/2019,61XX S KOMENSKY AVE,1.7,< 1,< 1,6100 S KOMENSKY AVE,"[41.78215805, -87.7243501647572]"
11/20/2016,61XX S KOSTNER AVE,2.9,3.9,2.2,6100 S KOSTNER AVE,"[41.7820536, -87.73286739358124]"
12/21/2021,61XX S LAFLIN ST ,2.5,6.2,1.4,6100 S LAFLIN ST ,"[41.782579, -87.661963]"
1/29/2016,61XX S LANGLEY AVE,<1,<1,<1,6100 S LANGLEY AVE,"[41.783883, -87.608582]"
11/6/2019,61XX S MAJOR AVE,3.9,5.3,5.5,6100 S MAJOR AVE,"[41.78153725, -87.76453820171034]"
9/26/2016,61XX S MAPLEWOOD AVE,2.3,3,2.6,6100 S MAPLEWOOD AVE,"[41.7827272, -87.68768804805825]"
8/29/2019,61XX S MAPLEWOOD AVE,< 1,< 1,< 1,6100 S MAPLEWOOD AVE,"[41.7827272, -87.68768804805825]"
10/13/2016,61XX S MARSHFIELD AVE,2.8,1.3,1.2,6100 S MARSHFIELD AVE,"[41.782969, -87.665626]"
4/20/2021,61XX S MARSHFIELD AVE,3.7,1.4,1.1,6100 S MARSHFIELD AVE,"[41.782969, -87.665626]"
11/18/2021,61XX S MARSHFIELD AVE ,3,2.7,2.7,6100 S MARSHFIELD AVE ,"[41.782969, -87.665626]"
9/19/2019,61XX S MASON AVE,1.8,4.6,1.8,6100 S MASON AVE,"[41.78140675, -87.77070788107889]"
9/5/2019,61XX S MAYFIELD AVE,1.8,6.8,2.4,6100 S MAYFIELD AVE,"[41.78143695, -87.7694460110682]"
3/18/2019,61XX S MCVICKER AVE,2.1,7.5,1.2,6100 S MCVICKER AVE,"[41.781374650000004, -87.7731195]"
10/10/2019,61XX S MCVICKER AVE,3.5,8.4,4.6,6100 S MCVICKER AVE,"[41.781374650000004, -87.7731195]"
10/6/2016,61XX S MEADE AVE,5,12,6.9,6100 S MEADE AVE,"[41.78132905, -87.77439336069136]"
6/28/2018,61XX S MEADE AVE,14,18,21,6100 S MEADE AVE,"[41.78132905, -87.77439336069136]"
8/13/2018,61XX S MEADE AVE,See Follow-Up Sequential Sampling Table for Results,,,6100 S MEADE AVE,"[41.78132905, -87.77439336069136]"
9/28/2020,61XX S MEADE AVE,2.7,2.6,2.9,6100 S MEADE AVE,"[41.78132905, -87.77439336069136]"
4/6/2022,61XX S MEADE AVE ,<0.5,<0.5,<0.5,6100 S MEADE AVE ,"[41.78132905, -87.77439336069136]"
11/3/2019,61XX S MENARD AVE,3.4,4.5,1.7,6100 S MENARD AVE,"[41.781492799999995, -87.76709849568616]"
6/2/2016,61XX S MICHIGAN AVE,< 1,< 1,< 1,6100 S MICHIGAN AVE,"[41.78339655, -87.62249892523003]"
2/20/2018,61XX S MICHIGAN AVE,< 1,< 1,< 1,6100 S MICHIGAN AVE,"[41.78339655, -87.62249892523003]"
11/15/2018,61XX S MICHIGAN AVE,< 1,< 1,< 1,6100 S MICHIGAN AVE,"[41.78339655, -87.62249892523003]"
2/6/2019,61XX S MONITOR AVE,7.2,7.6,8.4,6100 S MONITOR AVE,"[41.7814619, -87.7682551990315]"
8/6/2019,61XX S MONITOR AVE,3,7.7,1.7,6100 S MONITOR AVE,"[41.7814619, -87.7682551990315]"
